16	16.000000
67	17.000000
115	15.000000
167	17.000000
218	18.000000
268	18.000000
316	16.000000
369	19.000000
418	18.000000
466	16.000000
517	17.000000
568	18.000000
617	17.000000
667	17.000000
716	16.000000
768	18.000000
818	18.000000
868	18.000000
918	18.000000
968	18.000000
1110	110.000000
1210	100.000000
1310	100.000000
1410	100.000000
1510	100.000000
1610	100.000000
1710	100.000000
1810	100.000000
1910	100.000000
2003	93.000000
2016	13.000000
2069	16.000000
2117	14.000000
2167	14.000000
2217	14.000000
2266	13.000000
2318	15.000000
2368	15.000000
2418	15.000000
2469	16.000000
2516	13.000000
2567	14.000000
2616	13.000000
2666	13.000000
2716	13.000000
2768	15.000000
2818	15.000000
2868	15.000000
2918	15.000000
2967	14.000000
3016	13.000000
3067	14.000000
3117	14.000000
3167	14.000000
3217	14.000000
3269	16.000000
3317	14.000000
3366	13.000000
3417	14.000000
3467	14.000000
3517	14.000000
3568	15.000000
3616	13.000000
3668	15.000000
3717	14.000000
3767	14.000000
3816	13.000000
3866	13.000000
3916	13.000000
3966	13.000000
4019	16.000000
4068	15.000000
4117	14.000000
4166	13.000000
4218	15.000000
4268	15.000000
4316	13.000000
4366	13.000000
4416	13.000000
4466	13.000000
4519	16.000000
4568	15.000000
4616	13.000000
4666	13.000000
4717	14.000000
4769	16.000000
4817	14.000000
4868	15.000000
4918	15.000000
4967	14.000000
5016	13.000000
5069	16.000000
5118	15.000000
5167	14.000000
5217	14.000000
5269	16.000000
5318	15.000000
5366	13.000000
5418	15.000000
5469	16.000000
5517	14.000000
5567	14.000000
5616	13.000000
5666	13.000000
5717	14.000000
5766	13.000000
5816	13.000000
5866	13.000000
5915	12.000000
5967	14.000000
6013	10.000000
6063	10.000000
6113	10.000000
6163	10.000000
6213	10.000000
6263	10.000000
6313	10.000000
6363	10.000000
6413	10.000000
6463	10.000000
6513	10.000000
6563	10.000000
6613	10.000000
6663	10.000000
6713	10.000000
6763	10.000000
6813	10.000000
6863	10.000000
6913	10.000000
6963	10.000000
7013	10.000000
7063	10.000000
7113	10.000000
7163	10.000000
7213	10.000000
7263	10.000000
7313	10.000000
7363	10.000000
7413	10.000000
7463	10.000000
7513	10.000000
7563	10.000000
7613	10.000000
7663	10.000000
7713	10.000000
7763	10.000000
7813	10.000000
7863	10.000000
7913	10.000000
7963	10.000000
8013	10.000000
8063	10.000000
8113	10.000000
8163	10.000000
8213	10.000000
8263	10.000000
8313	10.000000
8363	10.000000
8413	10.000000
8463	10.000000
17	27.000000
66	26.000000
116	26.000000
166	26.000000
216	26.000000
266	26.000000
316	26.000000
366	26.000000
416	26.000000
466	26.000000
516	26.000000
566	26.000000
616	26.000000
666	26.000000
716	26.000000
766	26.000000
816	26.000000
866	26.000000
916	26.000000
966	26.000000
1100	110.000000
1210	110.000000
1320	110.000000
1430	110.000000
1540	110.000000
1650	110.000000
1760	110.000000
1870	110.000000
1980	110.000000
